140 141 140.00
140 280 1138.099622
141 142 141.00
141 282 1147.676741
142 143 142.00
142 284 1157.264091
143 144 143.00
143 286 1166.861601
144 145 144.00
144 288 1176.469200
145 146 145.00
145 290 1186.086818
146 147 146.00
146 292 1195.714386
147 148 147.00
147 294 1205.351835
148 149 148.00
148 296 1214.999098
149 150 149.00
149 298 1224.656110
150 151 150.00
150 300 1234.322804
151 152 151.00
151 302 1243.999116
152 153 152.00
152 304 1253.684982
153 154 153.00
153 306 1263.380340
154 155 154.00
154 308 1273.085127
155 156 155.00
155 310 1282.799283
156 157 156.00
156 312 1292.522746
157 158 157.00
157 314 1302.255458
158 159 158.00
158 316 1311.997358
159 160 159.00
159 318 1321.748390
160 161 160.00
160 320 1331.508495
161 162 161.00
161 322 1341.277617
162 163 162.00
162 324 1351.055700
163 164 163.00
163 326 1360.842689
164 165 164.00
164 328 1370.638529
165 166 165.00
165 330 1380.443165
166 167 166.00
166 332 1390.256546
167 168 167.00
167 334 1400.078617
168 169 168.00
168 336 1409.909327
169 170 169.00
169 338 1419.748625
170 171 170.00
170 340 1429.596459
171 172 171.00
171 342 1439.452780
172 173 172.00
172 344 1449.317538
173 174 173.00
173 346 1459.190683
174 175 174.00
174 348 1469.072168
175 176 175.00
175 350 1478.961945
176 177 176.00
176 352 1488.859965
177 178 177.00
177 354 1498.766182
178 179 178.00
178 356 1508.680551
179 180 179.00
179 358 1518.603024
180 181 180.00
180 360 1528.533557
181 182 181.00
181 362 1538.472106
182 183 182.00
182 364 1548.418625
183 184 183.00
183 366 1558.373070
184 185 184.00
184 368 1568.335400
185 186 185.00
185 370 1578.305570
186 187 186.00
186 372 1588.283539
187 188 187.00
187 374 1598.269264
188 189 188.00
188 376 1608.262704
189 190 189.00
189 378 1618.263818
190 191 190.00
190 380 1628.272566
191 192 191.00
191 382 1638.288906
192 193 192.00
192 384 1648.312800
193 194 193.00
193 386 1658.344208
194 195 194.00
194 388 1668.383091
195 196 195.00
195 390 1678.429411
196 197 196.00
196 392 1688.483129
197 198 197.00
197 394 1698.544208
198 199 198.00
198 396 1708.612611
199 200 199.00
199 398 1718.688299
200 201 200.00
200 400 1728.771238
201 202 201.00
201 402 1738.861390
202 203 202.00
202 404 1748.958720
203 204 203.00
203 406 1759.063191
204 205 204.00
204 408 1769.174770
205 206 205.00
205 410 1779.293420
206 207 206.00
206 412 1789.419109
207 208 207.00
207 414 1799.551800
208 209 208.00
208 416 1809.691461
209 210 209.00
209 418 1819.838059
210 211 210.00
210 420 1829.991559
211 212 211.00
211 422 1840.151929
212 213 212.00
212 424 1850.319136
213 214 213.00
213 426 1860.493149
214 215 214.00
214 428 1870.673935
215 216 215.00
215 430 1880.861463
216 217 216.00
216 432 1891.055700
217 218 217.00
217 434 1901.256617
218 219 218.00
218 436 1911.464183
219 220 219.00
219 438 1921.678366
220 221 220.00
220 440 1931.899137
221 222 221.00
221 442 1942.126466
222 223 222.00
222 444 1952.360322
223 224 223.00
223 446 1962.600678
224 225 224.00
224 448 1972.847503
225 226 225.00
225 450 1983.100768
226 227 226.00
226 452 1993.360446
227 228 227.00
227 454 2003.626507
228 229 228.00
228 456 2013.898923
229 230 229.00
229 458 2024.177667
230 231 230.00
230 460 2034.462712
231 232 231.00
231 462 2044.754029
232 233 232.00
232 464 2055.051591
233 234 233.00
233 466 2065.355372
234 235 234.00
234 468 2075.665344
235 236 235.00
235 470 2085.981482
236 237 236.00
236 472 2096.303760
237 238 237.00
237 474 2106.632150
238 239 238.00
238 476 2116.966628
239 240 239.00
239 478 2127.307167
240 241 240.00
240 480 2137.653743
241 242 241.00
241 482 2148.006330
242 243 242.00
242 484 2158.364903
243 244 243.00
243 486 2168.729438
244 245 244.00
244 488 2179.099910
245 246 245.00
245 490 2189.476295
246 247 246.00
246 492 2199.858568
247 248 247.00
247 494 2210.246706
248 249 248.00
248 496 2220.640685
249 250 249.00
249 498 2231.040481
250 251 250.00
250 500 2241.446071
251 252 251.00
251 502 2251.857432
252 253 252.00
252 504 2262.274541
253 254 253.00
253 506 2272.697374
254 255 254.00
254 508 2283.125910
255 256 255.00
255 510 2293.560126
256 257 256.00
256 512 2304.000000
257 258 257.00
257 514 2314.445509
258 259 258.00
258 516 2324.896632
259 260 259.00
259 518 2335.353347
260 261 260.00
260 520 2345.815631
261 262 261.00
261 522 2356.283465
262 263 262.00
262 524 2366.756826
263 264 263.00
263 526 2377.235694
264 265 264.00
264 528 2387.720048
265 266 265.00
265 530 2398.209866
266 267 266.00
266 532 2408.705128
267 268 267.00
267 534 2419.205814
268 269 268.00
268 536 2429.711903
269 270 269.00
269 538 2440.223376
270 271 270.00
270 540 2450.740211
271 272 271.00
271 542 2461.262390
272 273 272.00
272 544 2471.789893
273 274 273.00
273 546 2482.322699
274 275 274.00
274 548 2492.860791
275 276 275.00
275 550 2503.404147
276 277 276.00
276 552 2513.952750
277 278 277.00
277 554 2524.506580
278 279 278.00
278 556 2535.065618
279 280 279.00
279 558 2545.629846
280 281 280.00
280 560 2556.199245
281 282 281.00
281 562 2566.773796
282 283 282.00
282 564 2577.353481
283 284 283.00
283 566 2587.938283
284 285 284.00
284 568 2598.528182
285 286 285.00
285 570 2609.123161
286 287 286.00
286 572 2619.723202
287 288 287.00
287 574 2630.328288
288 289 288.00
288 576 2640.938400
289 290 289.00
289 578 2651.553522
290 291 290.00
290 580 2662.173636
291 292 291.00
291 582 2672.798725
292 293 292.00
292 584 2683.428771
293 294 293.00
293 586 2694.063758
294 295 294.00
294 588 2704.703669
295 296 295.00
295 590 2715.348488
296 297 296.00
296 592 2725.998196
297 298 297.00
297 594 2736.652779
298 299 298.00
298 596 2747.312219
299 300 299.00
299 598 2757.976501
300 301 300.00
300 600 2768.645607
301 302 301.00
301 602 2779.319523
302 303 302.00
302 604 2789.998231
303 304 303.00
303 606 2800.681717
304 305 304.00
304 608 2811.369964
305 306 305.00
305 610 2822.062957
306 307 306.00
306 612 2832.760680
307 308 307.00
307 614 2843.463118
308 309 308.00
308 616 2854.170255
309 310 309.00
309 618 2864.882076
310 311 310.00
310 620 2875.598566
311 312 311.00
311 622 2886.319710
312 313 312.00
312 624 2897.045492
313 314 313.00
313 626 2907.775899
314 315 314.00
314 628 2918.510915
315 316 315.00
315 630 2929.250526
316 317 316.00
316 632 2939.994716
317 318 317.00
317 634 2950.743473
318 319 318.00
318 636 2961.496780
319 320 319.00
319 638 2972.254624
320 321 320.00
320 640 2983.016990
321 322 321.00
321 642 2993.783865
322 323 322.00
322 644 3004.555235
323 324 323.00
323 646 3015.331085
324 325 324.00
324 648 3026.111401
325 326 325.00
325 650 3036.896170
326 327 326.00
326 652 3047.685378
327 328 327.00
327 654 3058.479012
328 329 328.00
328 656 3069.277058
329 330 329.00
329 658 3080.079502
330 331 330.00
330 660 3090.886331
331 332 331.00
331 662 3101.697532
332 333 332.00
332 664 3112.513091
333 334 333.00
333 666 3123.332996
334 335 334.00
334 668 3134.157234
335 336 335.00
335 670 3144.985791
336 337 336.00
336 672 3155.818654
337 338 337.00
337 674 3166.655811
338 339 338.00
338 676 3177.497249
339 340 339.00
339 678 3188.342956
340 341 340.00
340 680 3199.192918
341 342 341.00
341 682 3210.047124
342 343 342.00
342 684 3220.905560
343 344 343.00
343 686 3231.768215
344 345 344.00
344 688 3242.635076
345 346 345.00
345 690 3253.506130
346 347 346.00
346 692 3264.381367
347 348 347.00
347 694 3275.260773
348 349 348.00
348 696 3286.144337
349 350 349.00
349 698 3297.032046
350 351 350.00
350 700 3307.923889
351 352 351.00
351 702 3318.819854
352 353 352.00
352 704 3329.719930
353 354 353.00
353 706 3340.624104
354 355 354.00
354 708 3351.532365
355 356 355.00
355 710 3362.444701
356 357 356.00
356 712 3373.361101
357 358 357.00
357 714 3384.281554
358 359 358.00
358 716 3395.206048
359 360 359.00
359 718 3406.134572
360 361 360.00
360 720 3417.067115
361 362 361.00
361 722 3428.003665
362 363 362.00
362 724 3438.944211
363 364 363.00
363 726 3449.888743
364 365 364.00
364 728 3460.837249
365 366 365.00
365 730 3471.789719
366 367 366.00
366 732 3482.746141
367 368 367.00
367 734 3493.706505
368 369 368.00
368 736 3504.670800
369 370 369.00
369 738 3515.639015
370 371 370.00
370 740 3526.611140
371 372 371.00
371 742 3537.587165
372 373 372.00
372 744 3548.567078
373 374 373.00
373 746 3559.550869
374 375 374.00
374 748 3570.538528
375 376 375.00
375 750 3581.530045
376 377 376.00
376 752 3592.525408
377 378 377.00
377 754 3603.524609
378 379 378.00
378 756 3614.527636
379 380 379.00
379 758 3625.534480
380 381 380.00
380 760 3636.545131
381 382 381.00
381 762 3647.559578
382 383 382.00
382 764 3658.577812
383 384 383.00
383 766 3669.599823
384 385 384.00
384 768 3680.625600
385 386 385.00
385 770 3691.655135
386 387 386.00
386 772 3702.688416
387 388 387.00
387 774 3713.725436
388 389 388.00
388 776 3724.766183
389 390 389.00
389 778 3735.810648
390 391 390.00
390 780 3746.858822
391 392 391.00
391 782 3757.910696
392 393 392.00
392 784 3768.966259
393 394 393.00
393 786 3780.025502
394 395 394.00
394 788 3791.088417
395 396 395.00
395 790 3802.154993
396 397 396.00
396 792 3813.225222
397 398 397.00
397 794 3824.299093
398 399 398.00
398 796 3835.376599
399 400 399.00
399 798 3846.457730
400 401 400.00
400 800 3857.542476
401 402 401.00
401 802 3868.630829
402 403 402.00
402 804 3879.722780
403 404 403.00
403 806 3890.818319
404 405 404.00
404 808 3901.917439
405 406 405.00
405 810 3913.020130
406 407 406.00
406 812 3924.126382
407 408 407.00
407 814 3935.236189
408 409 408.00
408 816 3946.349540
409 410 409.00
409 818 3957.466426
410 411 410.00
410 820 3968.586841
411 412 411.00
411 822 3979.710774
412 413 412.00
412 824 3990.838217
413 414 413.00
413 826 4001.969162
414 415 414.00
414 828 4013.103600
415 416 415.00
415 830 4024.241523
416 417 416.00
416 832 4035.382923
417 418 417.00
417 834 4046.527790
418 419 418.00
418 836 4057.676117
419 420 419.00
419 838 4068.827896
420 421 420.00
420 840 4079.983117
421 422 421.00
421 842 4091.141774
422 423 422.00
422 844 4102.303858
423 424 423.00
423 846 4113.469360
424 425 424.00
424 848 4124.638273
425 426 425.00
425 850 4135.810588
426 427 426.00
426 852 4146.986298
427 428 427.00
427 854 4158.165395
428 429 428.00
428 856 4169.347870
429 430 429.00
429 858 4180.533716
430 431 430.00
430 860 4191.722925
431 432 431.00
431 862 4202.915489
432 433 432.00
432 864 4214.111401
433 434 433.00
433 866 4225.310652
434 435 434.00
434 868 4236.513235
435 436 435.00
435 870 4247.719142
436 437 436.00
436 872 4258.928366
437 438 437.00
437 874 4270.140898
438 439 438.00
438 876 4281.356732
439 440 439.00
439 878 4292.575860
440 441 440.00
440 880 4303.798274
441 442 441.00
441 882 4315.023967
442 443 442.00
442 884 4326.252931
443 444 443.00
443 886 4337.485160
444 445 444.00
444 888 4348.720645
445 446 445.00
445 890 4359.959379
446 447 446.00
446 892 4371.201355
447 448 447.00
447 894 4382.446566
448 449 448.00
448 896 4393.695005
449 450 449.00
449 898 4404.946664
450 451 450.00
450 900 4416.201536
451 452 451.00
451 902 4427.459614
452 453 452.00
452 904 4438.720891
453 454 453.00
453 906 4449.985360
454 455 454.00
454 908 4461.253013
455 456 455.00
455 910 4472.523844
456 457 456.00
456 912 4483.797846
457 458 457.00
457 914 4495.075012
458 459 458.00
458 916 4506.355335
459 460 459.00
459 918 4517.638808
460 461 460.00
460 920 4528.925423
461 462 461.00
461 922 4540.215176
462 463 462.00
462 924 4551.508057
463 464 463.00
463 926 4562.804061
464 465 464.00
464 928 4574.103182
465 466 465.00
465 930 4585.405411
466 467 466.00
466 932 4596.710743
467 468 467.00
467 934 4608.019171
468 469 468.00
468 936 4619.330689
469 470 469.00
469 938 4630.645289
470 471 470.00
470 940 4641.962965
471 472 471.00
471 942 4653.283711
472 473 472.00
472 944 4664.607519
473 474 473.00
473 946 4675.934385
474 475 474.00
474 948 4687.264300
475 476 475.00
475 950 4698.597259
476 477 476.00
476 952 4709.933255
477 478 477.00
477 954 4721.272283
478 479 478.00
478 956 4732.614334
479 480 479.00
479 958 4743.959404
480 481 480.00
480 960 4755.307486
481 482 481.00
481 962 4766.658573
482 483 482.00
482 964 4778.012660
483 484 483.00
483 966 4789.369740
484 485 484.00
484 968 4800.729807
485 486 485.00
485 970 4812.092854
486 487 486.00
486 972 4823.458877
487 488 487.00
487 974 4834.827868
488 489 488.00
488 976 4846.199821
489 490 489.00
489 978 4857.574730
490 491 490.00
490 980 4868.952590
491 492 491.00
491 982 4880.333394
492 493 492.00
492 984 4891.717137
493 494 493.00
493 986 4903.103811
494 495 494.00
494 988 4914.493412
495 496 495.00
495 990 4925.885934
496 497 496.00
496 992 4937.281370
497 498 497.00
497 994 4948.679715
498 499 498.00
498 996 4960.080962
499 500 499.00
499 998 4971.485107
500 501 500.00
500 1000 4982.892142
501 502 501.00
502 503 502.00
503 504 503.00
504 505 504.00
505 506 505.00
506 507 506.00
507 508 507.00
508 509 508.00
509 510 509.00
510 511 510.00
511 512 511.00
512 513 512.00
513 514 513.00
514 515 514.00
515 516 515.00
516 517 516.00
517 518 517.00
518 519 518.00
519 520 519.00
520 521 520.00
521 522 521.00
522 523 522.00
523 524 523.00
524 525 524.00
525 526 525.00
526 527 526.00
527 528 527.00
528 529 528.00
529 530 529.00
530 531 530.00
531 532 531.00
532 533 532.00
533 534 533.00
534 535 534.00
535 536 535.00
536 537 536.00
537 538 537.00
538 539 538.00
539 540 539.00
540 541 540.00
541 542 541.00
542 543 542.00
543 544 543.00
544 545 544.00
545 546 545.00
546 547 546.00
547 548 547.00
548 549 548.00
549 550 549.00
550 551 550.00
551 552 551.00
552 553 552.00
553 554 553.00
554 555 554.00
555 556 555.00
556 557 556.00
557 558 557.00
558 559 558.00
559 560 559.00
560 561 560.00
561 562 561.00
562 563 562.00
563 564 563.00
564 565 564.00
565 566 565.00
566 567 566.00
567 568 567.00
568 569 568.00
569 570 569.00
570 571 570.00
571 572 571.00
572 573 572.00
573 574 573.00
574 575 574.00
575 576 575.00
576 577 576.00
577 578 577.00
578 579 578.00
579 580 579.00
580 581 580.00
581 582 581.00
582 583 582.00
583 584 583.00
584 585 584.00
585 586 585.00
586 587 586.00
587 588 587.00
588 589 588.00
589 590 589.00
590 591 590.00
591 592 591.00
592 593 592.00
593 594 593.00
594 595 594.00
595 596 595.00
596 597 596.00
597 598 597.00
598 599 598.00
599 600 599.00
600 601 600.00
601 602 601.00
602 603 602.00
603 604 603.00
604 605 604.00
605 606 605.00
606 607 606.00
607 608 607.00
608 609 608.00
609 610 609.00
610 611 610.00
611 612 611.00
612 613 612.00
613 614 613.00
614 615 614.00
615 616 615.00
616 617 616.00
617 618 617.00
618 619 618.00
619 620 619.00
620 621 620.00
621 622 621.00
622 623 622.00
623 624 623.00
624 625 624.00
625 626 625.00
626 627 626.00
627 628 627.00
628 629 628.00
629 630 629.00
630 631 630.00
631 632 631.00
632 633 632.00
633 634 633.00
634 635 634.00
635 636 635.00
636 637 636.00
637 638 637.00
638 639 638.00
639 640 639.00
640 641 640.00
641 642 641.00
642 643 642.00
643 644 643.00
644 645 644.00
645 646 645.00
646 647 646.00
647 648 647.00
648 649 648.00
649 650 649.00
650 651 650.00
651 652 651.00
652 653 652.00
653 654 653.00
654 655 654.00
655 656 655.00
656 657 656.00
657 658 657.00
658 659 658.00
659 660 659.00
660 661 660.00
661 662 661.00
662 663 662.00
663 664 663.00
664 665 664.00
665 666 665.00
666 667 666.00
667 668 667.00
668 669 668.00
669 670 669.00
670 671 670.00
671 672 671.00
672 673 672.00
673 674 673.00
674 675 674.00
675 676 675.00
676 677 676.00
677 678 677.00
678 679 678.00
679 680 679.00
680 681 680.00
681 682 681.00
682 683 682.00
683 684 683.00
684 685 684.00
685 686 685.00
686 687 686.00
687 688 687.00
688 689 688.00
689 690 689.00
690 691 690.00
691 692 691.00
692 693 692.00
693 694 693.00
694 695 694.00
695 696 695.00
696 697 696.00
697 698 697.00
698 699 698.00
699 700 699.00
700 701 700.00
701 702 701.00
702 703 702.00
703 704 703.00
704 705 704.00
705 706 705.00
706 707 706.00
707 708 707.00
708 709 708.00
709 710 709.00
710 711 710.00
711 712 711.00
712 713 712.00
713 714 713.00
714 715 714.00
715 716 715.00
716 717 716.00
717 718 717.00
718 719 718.00
719 720 719.00
720 721 720.00
721 722 721.00
722 723 722.00
723 724 723.00
724 725 724.00
725 726 725.00
726 727 726.00
727 728 727.00
728 729 728.00
729 730 729.00
730 731 730.00
731 732 731.00
732 733 732.00
733 734 733.00
734 735 734.00
735 736 735.00
736 737 736.00
737 738 737.00
738 739 738.00
739 740 739.00
740 741 740.00
741 742 741.00
742 743 742.00
743 744 743.00
744 745 744.00
745 746 745.00
746 747 746.00
747 748 747.00
748 749 748.00
749 750 749.00
750 751 750.00
751 752 751.00
752 753 752.00
753 754 753.00
754 755 754.00
755 756 755.00
756 757 756.00
757 758 757.00
758 759 758.00
759 760 759.00
760 761 760.00
761 762 761.00
762 763 762.00
763 764 763.00
764 765 764.00
765 766 765.00
766 767 766.00
767 768 767.00
768 769 768.00
769 770 769.00
770 771 770.00
771 772 771.00
772 773 772.00
773 774 773.00
774 775 774.00
775 776 775.00
776 777 776.00
777 778 777.00
778 779 778.00
779 780 779.00
780 781 780.00
781 782 781.00
782 783 782.00
783 784 783.00
784 785 784.00
785 786 785.00
786 787 786.00
787 788 787.00
788 789 788.00
789 790 789.00
790 791 790.00
791 792 791.00
792 793 792.00
793 794 793.00
794 795 794.00
795 796 795.00
796 797 796.00
797 798 797.00
798 799 798.00
799 800 799.00
800 801 800.00
801 802 801.00
802 803 802.00
803 804 803.00
804 805 804.00
805 806 805.00
806 807 806.00
807 808 807.00
808 809 808.00
809 810 809.00
810 811 810.00
811 812 811.00
812 813 812.00
813 814 813.00
814 815 814.00
815 816 815.00
816 817 816.00
817 818 817.00
818 819 818.00
819 820 819.00
820 821 820.00
821 822 821.00
822 823 822.00
823 824 823.00
824 825 824.00
825 826 825.00
826 827 826.00
827 828 827.00
828 829 828.00
829 830 829.00
830 831 830.00
831 832 831.00
832 833 832.00
833 834 833.00
834 835 834.00
835 836 835.00
836 837 836.00
837 838 837.00
838 839 838.00
839 840 839.00
840 841 840.00
841 842 841.00
842 843 842.00
843 844 843.00
844 845 844.00
845 846 845.00
846 847 846.00
847 848 847.00
848 849 848.00
849 850 849.00
850 851 850.00
851 852 851.00
852 853 852.00
853 854 853.00
854 855 854.00
855 856 855.00
856 857 856.00
857 858 857.00
858 859 858.00
859 860 859.00
860 861 860.00
861 862 861.00
862 863 862.00
863 864 863.00
864 865 864.00
865 866 865.00
866 867 866.00
867 868 867.00
868 869 868.00
869 870 869.00
870 871 870.00
871 872 871.00
872 873 872.00
873 874 873.00
874 875 874.00
875 876 875.00
876 877 876.00
877 878 877.00
878 879 878.00
879 880 879.00
880 881 880.00
881 882 881.00
882 883 882.00
883 884 883.00
884 885 884.00
885 886 885.00
886 887 886.00
887 888 887.00
888 889 888.00
889 890 889.00
890 891 890.00
891 892 891.00
892 893 892.00
893 894 893.00
894 895 894.00
895 896 895.00
896 897 896.00
897 898 897.00
898 899 898.00
899 900 899.00
900 901 900.00
901 902 901.00
902 903 902.00
903 904 903.00
904 905 904.00
905 906 905.00
906 907 906.00
907 908 907.00
908 909 908.00
909 910 909.00
910 911 910.00
911 912 911.00
912 913 912.00
913 914 913.00
914 915 914.00
915 916 915.00
916 917 916.00
917 918 917.00
918 919 918.00
919 920 919.00
920 921 920.00
921 922 921.00
922 923 922.00
923 924 923.00
924 925 924.00
925 926 925.00
926 927 926.00
927 928 927.00
928 929 928.00
929 930 929.00
930 931 930.00
931 932 931.00
932 933 932.00
933 934 933.00
934 935 934.00
935 936 935.00
936 937 936.00
937 938 937.00
938 939 938.00
939 940 939.00
940 941 940.00
941 942 941.00
942 943 942.00
943 944 943.00
944 945 944.00
945 946 945.00
946 947 946.00
947 948 947.00
948 949 948.00
949 950 949.00
950 951 950.00
951 952 951.00
952 953 952.00
953 954 953.00
954 955 954.00
955 956 955.00
956 957 956.00
957 958 957.00
958 959 958.00
959 960 959.00
960 961 960.00
961 962 961.00
962 963 962.00
963 964 963.00
964 965 964.00
965 966 965.00
966 967 966.00
967 968 967.00
968 969 968.00
969 970 969.00
970 971 970.00
971 972 971.00
972 973 972.00
973 974 973.00
974 975 974.00
975 976 975.00
976 977 976.00
977 978 977.00
978 979 978.00
979 980 979.00
980 981 980.00
981 982 981.00
982 983 982.00
983 984 983.00
984 985 984.00
985 986 985.00
986 987 986.00
987 988 987.00
988 989 988.00
989 990 989.00
990 991 990.00
991 992 991.00
992 993 992.00
993 994 993.00
994 995 994.00
995 996 995.00
996 997 996.00
997 998 997.00
998 999 998.00
999 1000 999.00
